obs_id,true_value,meas_value,corr_value,diff(%)
19,  18.4642   11.1911 -0.231757 -0.326946,  18.5195   11.3154 -0.267296 -0.342224,  18.5161   11.2533 -0.267296 -0.342224,0.281213  0.55577  15.3344  4.67293
0,  3.09125   5.85476 -0.248269  0.439914,   3.0099   6.01848 -0.230285  0.469941,  3.10547   6.03401 -0.230285  0.469941,0.460078  3.06169 -7.24406  6.82558
7,  9.39569   14.8903  0.514469 -0.473625,  9.09083   15.4768  0.487837 -0.471436,  9.13132   15.3732  0.487837 -0.471436,  -2.8137   3.24269  -5.17653 -0.462063
9,  12.6425   6.65184  0.306005 -0.388392,  12.6869   6.74588  0.325073 -0.365774,  12.7033   6.72072  0.325073 -0.365774,0.480354  1.03546  6.23141 -5.82341
16,  1.62103   13.7898 -0.206128  0.390511,  1.91385   13.5642 -0.220198  0.347176,  1.86896   13.5908 -0.220198  0.347176, 15.2942 -1.44273  6.82611 -11.0969
18, 3.56022  6.81057 -0.38613 0.451551,  3.66875    6.9156 -0.339694  0.484561,  3.69439   6.89991 -0.339694  0.484561, 3.76868  1.31189 -12.0261  7.31037
19,  18.4565   11.1802 -0.231757 -0.326946,  18.3835   11.0393 -0.271693 -0.338265,  18.4055   11.0754 -0.271693 -0.338265, -0.27605 -0.937297    17.232   3.46222
0,  3.08297   5.86942 -0.248269  0.439914,  3.00889   6.02415 -0.361718  0.441109,   3.0243    6.0286 -0.361718  0.441109,-1.90315  2.71208   45.696 0.271566
7,  9.41284   14.8745  0.514469 -0.473625,  9.24947   14.7898  0.452952 -0.512045,  9.23121   14.8908  0.452952 -0.512045,-1.92958 0.109251 -11.9574  8.11204
9,  12.6527   6.63889  0.306005 -0.388392,  12.6348   6.52547  0.260834 -0.379076,  12.6488   6.55803  0.260834 -0.379076,-0.0315737   -1.21803   -14.7616   -2.39855
16,  1.61416   13.8028 -0.206128  0.390511,  1.71533   14.6071 -0.204267   0.41023,  1.74144   14.4283 -0.204267   0.41023,  7.88522   4.53186 -0.902891   5.04959
18, 3.54734  6.82562 -0.38613 0.451551,  3.41545     6.895 -0.435616  0.434411,   3.4628   6.89859 -0.435616  0.434411,-2.38333  1.06911   12.816 -3.79568
19,  18.4487   11.1693 -0.231757 -0.326946,  18.6121   10.8601 -0.267922 -0.342629,  18.5737   10.8964 -0.267922 -0.342629,0.677419 -2.44301  15.6045  4.79705
0,   3.0747   5.88408 -0.248269  0.439914,  2.69559   5.88149 -0.242193  0.488944,  2.75238   5.91047 -0.242193  0.488944, -10.483 0.448426 -2.44757  11.1453
7,  9.42999   14.8588  0.514469 -0.473625,  9.29095   14.8618  0.487701 -0.469483,  9.28311    14.864  0.487701 -0.469483, -1.55754 0.0354545   -5.2031 -0.874473
9,  12.6629   6.62595  0.306005 -0.388392,  12.4852   6.02294  0.295116 -0.421858,   12.516   6.11586  0.295116 -0.421858,-1.16043 -7.69836 -3.55849   8.6167
16,  1.60729   13.8158 -0.206128  0.390511,  1.75626   13.8558 -0.217974  0.461083,  1.75236   13.9603 -0.217974  0.461083,9.02573 1.04593 5.74674 18.0717
18, 3.53447  6.84067 -0.38613 0.451551,  2.84039   6.82895 -0.379378  0.404415,  2.94885   6.84383 -0.379378  0.404415, -16.5689 0.0462431  -1.74851  -10.4387
19,   18.441   11.1584 -0.231757 -0.326946,  18.2721   11.3084 -0.233273 -0.322161,  18.3244   11.2331 -0.233273 -0.322161,-0.632442  0.668984  0.654017  -1.46336
0,  3.06642   5.89875 -0.248269  0.439914,  3.32677   5.98669 -0.216817  0.471513,  3.22311   5.97596 -0.216817  0.471513, 5.10973   1.3089 -12.6685  7.18289
7,  9.44714    14.843  0.514469 -0.473625,  9.64033   14.9575  0.485368 -0.491806,  9.57959    14.938  0.485368 -0.491806, 1.40206 0.640241 -5.65649  3.83884
9,  12.6731     6.613  0.306005 -0.388392,  12.448  6.68987 0.337812 -0.38039,  12.462  6.58526 0.337812 -0.38039, -1.66592 -0.419434   10.3944  -2.06016
16,  1.60042   13.8288 -0.206128  0.390511,  1.73678   13.3928 -0.195632  0.351707,  1.73834   13.4963 -0.195632  0.351707, 8.61757 -2.40507 -5.09184 -9.93669
18,  3.5216  6.85572 -0.38613 0.451551,  3.61684   6.59132 -0.351541  0.447917,   3.4957   6.63884 -0.351541  0.447917,-0.735525  -3.16355  -8.95785 -0.804731
19,  18.4333   11.1475 -0.231757 -0.326946,  18.3345   11.0269 -0.235311 -0.317018,  18.3313   11.0617 -0.235311 -0.317018,-0.553178 -0.769672   1.53344  -3.03652
0,  3.05814   5.91341 -0.248269  0.439914,  2.87737   5.40493 -0.242981  0.419884,  2.93758   5.50927 -0.242981  0.419884,-3.94241 -6.83432 -2.13007 -4.55321
7,  9.46428   14.8272  0.514469 -0.473625,  9.12604   15.4771  0.502836 -0.495593,  9.20976   15.3781  0.502836 -0.495593,-2.68929  3.71569 -2.26124  4.63833
9,  12.6833   6.60005  0.306005 -0.388392,   12.509   6.54705  0.305483 -0.365269,  12.5025   6.55164  0.305483 -0.365269, -1.42573 -0.733449 -0.170659   -5.9535
16,  1.59355   13.8419 -0.206128  0.390511,  1.94001   13.6729 -0.220702  0.412064,  1.90285   13.6437 -0.220702  0.412064, 19.4096 -1.43168  7.07015  5.51926
18, 3.50873  6.87077 -0.38613 0.451551,  3.65224   6.80218 -0.366076  0.446365,  3.62222   6.77574 -0.366076  0.446365,  3.2345 -1.38308 -5.19369 -1.14832
19,  18.4256   11.1366 -0.231757 -0.326946,  18.2799   11.1801 -0.228238 -0.257502,  18.2877   11.1573 -0.228238 -0.257502,-0.748403  0.186169  -1.51855    -21.24
0,  3.04987   5.92808 -0.248269  0.439914, 2.76351  5.87968 -0.27349    0.437, 2.79297  5.81625 -0.27349    0.437, -8.42331  -1.88635   10.1586 -0.662351
7,  9.48143   14.8114  0.514469 -0.473625,  9.63007   14.9176  0.444755 -0.476938,    9.558   14.9968  0.444755 -0.476938,0.807543  1.25159 -13.5507 0.699595
9,  12.6936   6.58711  0.306005 -0.388392,  12.6089   6.86688  0.299638 -0.376416,  12.5917   6.80853  0.299638 -0.376416,-0.802012   3.36151  -2.08064  -3.08342
16,  1.58668   13.8549 -0.206128  0.390511,  1.16162   13.8033 -0.156987  0.410124,  1.29254   13.7773 -0.156987  0.410124, -18.5378 -0.559751  -23.8403   5.02232
18, 3.49586  6.88583 -0.38613 0.451551,  3.45217   6.55567 -0.378844  0.464775,  3.48024   6.59758 -0.378844  0.464775,-0.446732  -4.18609  -1.88689   2.92869
19,  18.4178   11.1257 -0.231757 -0.326946,  18.2673   11.2256 -0.243802 -0.338619,  18.2695   11.2116 -0.243802 -0.338619,-0.805333  0.772114   5.19703   3.57043
0,  3.04159   5.94274 -0.248269  0.439914,  2.95844   5.98472 -0.260753  0.400065,  2.92739   5.95719 -0.260753  0.400065, -3.7548 0.243171  5.02845 -9.05831
7,  9.49858   14.7956  0.514469 -0.473625,  9.87711    14.513  0.540422 -0.517175,  9.82323   14.5962  0.540422 -0.517175, 3.41782 -1.34763  5.04466  9.19523
9,  12.7038   6.57416  0.306005 -0.388392,  12.4688   6.49983  0.350878 -0.459761,  12.4926   6.55231  0.350878 -0.459761,-1.66197  -0.3324  14.6643  18.3757
16,  1.57981   13.8679 -0.206128  0.390511,  1.26456   14.0449 -0.216928  0.335249,  1.26842   13.9994 -0.216928  0.335249,-19.7105 0.948455  5.23944 -14.1512
18, 3.48299  6.90088 -0.38613 0.451551,  3.34199   7.18271 -0.380281  0.495025,  3.36436   7.08135 -0.380281  0.495025,-3.40591  2.61525 -1.51477  9.62774
19,  18.4101   11.1148 -0.231757 -0.326946,  18.4671   11.2265 -0.239757 -0.343268,  18.4305   11.2218 -0.239757 -0.343268,0.110845 0.962966  3.45188  4.99246
0,  3.03332    5.9574 -0.248269  0.439914,  3.15903   5.87468 -0.265041  0.464559,  3.11621   5.89196 -0.265041  0.464559,  2.7326 -1.09844   6.7553  5.60233
7,  9.51573   14.7798  0.514469 -0.473625,  9.47838   14.9809  0.523752 -0.456367,  9.54295   14.9095  0.523752 -0.456367, 0.28606 0.877204  1.80436 -3.64367
9,   12.714   6.56121  0.306005 -0.388392,  12.5907   6.75715  0.308498 -0.405504,  12.5752   6.71812  0.308498 -0.405504,-1.09163  2.39137 0.814759  4.40586
16,  1.57293   13.8809 -0.206128  0.390511, 1.47538  13.8197 -0.19697 0.367312, 1.43729  13.8538 -0.19697 0.367312, -8.62363 -0.195016  -4.44284  -5.94072
18, 3.47012  6.91593 -0.38613 0.451551,  3.04299   6.82435 -0.390425  0.447727,  3.09794   6.87291 -0.390425  0.447727, -10.7252 -0.621977   1.11229 -0.846885
19,  18.4024   11.1039 -0.231757 -0.326946,  18.3146   11.2502 -0.246859 -0.290941,  18.3338   11.2433 -0.246859 -0.290941,-0.372828   1.25502   6.51642  -11.0125
7,  9.53288    14.764  0.514469 -0.473625,  9.48328   14.6975  0.557039 -0.495003,  9.49713   14.7324  0.557039 -0.495003,-0.375042 -0.214195   8.27461   4.51374
9,  12.7242   6.54827  0.306005 -0.388392,  12.8606   6.66578  0.295247 -0.429635,  12.8115   6.67262  0.295247 -0.429635,0.686699  1.89899 -3.51547  10.6189
18, 3.45725  6.93098 -0.38613 0.451551,  3.60299   7.38222 -0.300329  0.427274,  3.51101    7.2941 -0.300329  0.427274, 1.55518  5.23906 -22.2207 -5.37631
19,  18.3947    11.093 -0.231757 -0.326946,  18.6715   11.0775 -0.191377 -0.294005,    18.61   11.1053 -0.191377 -0.294005, 1.17091  0.11055 -17.4236 -10.0752
7,  9.55003   14.7483  0.514469 -0.473625,  9.48309   14.7901  0.537356 -0.487864,  9.48883   14.7769  0.537356 -0.487864,-0.640817  0.194262    4.4487   3.00654
9,  12.7344   6.53532  0.306005 -0.388392,  12.5532    6.4843  0.394406 -0.379379,  12.6013   6.51546  0.394406 -0.379379, -1.04514 -0.303899   28.8886  -2.32044
18, 3.44438  6.94603 -0.38613 0.451551,  3.49758   6.64697 -0.395335  0.465674,  3.49788   6.76489 -0.395335  0.465674, 1.55337 -2.60784  2.38388  3.12785
19,  18.3869   11.0821 -0.231757 -0.326946,  18.1987   11.0974 -0.270941 -0.350897,  18.2706   11.0969 -0.270941 -0.350897,-0.632704  0.133506   16.9073   7.32587
7,  9.56718   14.7325  0.514469 -0.473625,  9.71557   14.8344  0.511009 -0.465161,  9.67829   14.8213  0.511009 -0.465161,  1.16135  0.603096 -0.672536  -1.78691
9,  12.7446   6.52237  0.306005 -0.388392,  12.6896   6.06998  0.346605 -0.384661,  12.6761   6.14706  0.346605 -0.384661,-0.537339  -5.75424   13.2677 -0.960577
18,  3.4315  6.96108 -0.38613 0.451551, 3.53339  6.70314 -0.47781 0.472844, 3.52445  6.71693 -0.47781 0.472844, 2.70848 -3.50749  23.7432  4.71555
19,  18.3792   11.0712 -0.231757 -0.326946,  18.0165   11.0312 -0.243265 -0.303531,  18.0602   11.0409 -0.243265 -0.303531, -1.73555 -0.273426   4.96558  -7.16168
7,  9.58433   14.7167  0.514469 -0.473625,  9.79171   14.5467  0.550853 -0.509451,  9.77467   14.5927  0.550853 -0.509451,  1.98601 -0.842501   7.07213    7.5643
9,  12.7548   6.50943  0.306005 -0.388392,   12.617    6.4428  0.285802 -0.400208,  12.6294   6.38779  0.285802 -0.400208,-0.982876   -1.8686  -6.60219   3.04228
18, 3.41863  6.97614 -0.38613 0.451551,  3.17257    7.3176 -0.376248  0.477036,  3.23274   7.21343 -0.376248  0.477036,-5.43762  3.40155 -2.55921  5.64386
19,  18.3715   11.0603 -0.231757 -0.326946,  18.2816   11.2851 -0.244306 -0.285522,  18.2407   11.2399 -0.244306 -0.285522,-0.711943    1.6233   5.41489  -12.6698
7,  9.60148   14.7009  0.514469 -0.473625,  9.88194   14.6237  0.528298 -0.463981,  9.86603   14.6153  0.528298 -0.463981,  2.75536 -0.582219   2.68808  -2.03621
9,   12.765   6.49648  0.306005 -0.388392,  12.8865   6.32645  0.321041 -0.390144,  12.8425   6.33503  0.321041 -0.390144,0.607858 -2.48515   4.9138 0.451103
18, 3.40576  6.99119 -0.38613 0.451551,  3.30029   7.07869 -0.424777  0.428148,  3.28587   7.10536 -0.424777  0.428148,-3.52038  1.63307  10.0089 -5.18264
19,  18.3638   11.0494 -0.231757 -0.326946,   18.469   11.3181 -0.233488 -0.370454,  18.4269   11.3022 -0.233488 -0.370454,0.343865   2.2877 0.746668  13.3074
7,  9.61863   14.6851  0.514469 -0.473625,  9.71686   14.6641  0.460055 -0.432463,  9.74634   14.6528  0.460055 -0.432463,  1.32778 -0.220198  -10.5768  -8.69069
9,  12.7752   6.48353  0.306005 -0.388392,  12.5551   6.45481  0.272835 -0.400133,   12.608   6.43113  0.272835 -0.400133, -1.30817 -0.808255  -10.8398   3.02295
18, 3.39289  7.00624 -0.38613 0.451551,   3.3253   7.05972 -0.388194  0.444215,  3.31587   7.07044 -0.388194  0.444215,-2.27004 0.916332 0.534501 -1.62453
19,   18.356   11.0385 -0.231757 -0.326946,  17.9065   11.6396  -0.22512 -0.338907,  17.9978   11.5774  -0.22512 -0.338907,-1.95156  4.88214  -2.8638  3.65844
7,  9.63577   14.6693  0.514469 -0.473625,  9.63838   14.7053  0.475043 -0.469414,  9.66039   14.6933  0.475043 -0.469414, 0.255477  0.163328  -7.66348 -0.889002
9,  12.7854   6.47059  0.306005 -0.388392,  12.7763   6.41748  0.342768 -0.424316,  12.7481   6.41746  0.342768 -0.424316, -0.29107 -0.821066    12.014   9.24942
19,  18.3483   11.0276 -0.231757 -0.326946,  18.1887   11.4541 -0.272279 -0.385191,  18.1532   11.4739 -0.272279 -0.385191,-1.06332  4.04672  17.4848   17.815
7,  9.65292   14.6535  0.514469 -0.473625,  10.1442   14.4362  0.491542 -0.423585,  10.0609   14.4793  0.491542 -0.423585, 4.22688 -1.18875 -4.45639 -10.5653
9,  12.7956   6.45764  0.306005 -0.388392,  12.7205   6.31229  0.354996 -0.348846,  12.7275   6.32875  0.354996 -0.348846,-0.532149  -1.99598     16.01  -10.1821
19,  18.3406   11.0167 -0.231757 -0.326946,  18.6124   10.6407 -0.215862 -0.338234,  18.5292    10.787 -0.215862 -0.338234,  1.0284 -2.08533 -6.85849  3.45265
7,  9.67007   14.6377  0.514469 -0.473625,  10.0415   14.8393   0.49931 -0.426512,  10.0479   14.7727   0.49931 -0.426512, 3.90745  0.92193 -2.94648 -9.94732
9,  12.8058   6.44469  0.306005 -0.388392,  12.6204   6.01642  0.270358 -0.352433,  12.6413   6.06996  0.270358 -0.352433,-1.28443 -5.81454 -11.6493 -9.25832
19,  18.3329   11.0058 -0.231757 -0.326946,  18.3453   11.2766 -0.234304 -0.347561,  18.3767   11.1873 -0.234304 -0.347561,0.239052   1.6493  1.09883  6.30538
7,  9.68722    14.622  0.514469 -0.473625,  9.24601     14.68  0.502892 -0.444038,  9.39182   14.6939  0.502892 -0.444038,-3.04939 0.491964 -2.25025 -6.24688
9,   12.816   6.43175  0.306005 -0.388392,  12.7669   6.41425  0.369349 -0.388969,  12.7465   6.35072  0.369349 -0.388969,-0.542159   -1.2598   20.7002  0.148715
19,  18.3251   10.9949 -0.231757 -0.326946,  18.4076   11.0973 -0.202564 -0.253809,  18.4008   11.1115 -0.202564 -0.253809,0.413056  1.06065 -12.5966 -22.3696
7,  9.70437   14.6062  0.514469 -0.473625,  9.69618   14.5486  0.559974 -0.525015,  9.64514   14.5716  0.559974 -0.525015,-0.610342 -0.236803   8.84512   10.8506
9,  12.8262    6.4188  0.306005 -0.388392,   12.403   5.94787  0.269089 -0.359194,  12.4661   6.01741  0.269089 -0.359194,-2.80741 -6.25337 -12.0639  -7.5175
19,  18.3174    10.984 -0.231757 -0.326946,  18.2421   10.7991 -0.259527 -0.310321,   18.269   10.8531 -0.259527 -0.310321,-0.264266  -1.19205   11.9822  -5.08486
7,  9.72152   14.5904  0.514469 -0.473625,  9.94849   14.7249  0.477864 -0.452459,  9.89751   14.6947  0.477864 -0.452459, 1.81035 0.715204 -7.11508  -4.4689
9,  12.8364   6.40585  0.306005 -0.388392,  12.9986   6.41093  0.318412 -0.420384,  12.9055    6.3385  0.318412 -0.420384,0.538971 -1.05138  4.05457  8.23703
19,  18.3097   10.9731 -0.231757 -0.326946,  18.5042   10.8029 -0.258058 -0.323118,  18.4608   10.8099 -0.258058 -0.323118,0.825289 -1.48737  11.3484 -1.17072
7,  9.73867   14.5746  0.514469 -0.473625,  9.73528   14.1865   0.48303 -0.467331,  9.76703   14.2743   0.48303 -0.467331,0.291185 -2.06041 -6.11094 -1.32887
9,  12.8466   6.39291  0.306005 -0.388392,  12.7288   6.74551  0.334418 -0.386445,  12.7622   6.67063  0.334418 -0.386445,-0.656771   4.34426   9.28523 -0.501148
19,   18.302   10.9622 -0.231757 -0.326946,  18.4557   11.2864 -0.192537 -0.355075,  18.4553   11.1995 -0.192537 -0.355075, 0.83758  2.16477 -16.9229  8.60367
7,  9.75582   14.5588  0.514469 -0.473625,  10.0031   14.4178  0.523646 -0.522375,  9.96406   14.3892  0.523646 -0.522375, 2.13457 -1.16464  1.78371  10.2931
9,  12.8568   6.37996  0.306005 -0.388392,  13.0028   6.55323  0.318672 -0.375191,  12.9619   6.57188  0.318672 -0.375191,0.817555  3.00821  4.13946 -3.39893
19,  18.2942   10.9513 -0.231757 -0.326946,    18.03   10.9051 -0.197999 -0.347933,  18.1046   10.9554 -0.197999 -0.347933,-1.03667 0.037437 -14.5663  6.41927
7,  9.77297    14.543  0.514469 -0.473625,  9.79582   14.6453    0.4734 -0.436106,  9.82873   14.5968    0.4734 -0.436106,0.570567 0.370118 -7.98274 -7.92157
9,   12.867   6.36701  0.306005 -0.388392,  13.0322   6.69223  0.333971 -0.379203,  13.0217   6.66855  0.333971 -0.379203, 1.20228  4.73599  9.13914 -2.36588
12,   22.884   13.3039  0.536033 -0.219434,  22.6936   13.4175  0.585057 -0.215879,  21.9461   12.9749  0.585057 -0.215879,-4.09844 -2.47271  9.14568 -1.62005
19,  18.2865   10.9404 -0.231757 -0.326946,  18.1067   11.1442 -0.213409  -0.30541,  18.1051   11.1086 -0.213409  -0.30541,-0.99223  1.53722 -7.91709 -6.58681
7,  9.79012   14.5272  0.514469 -0.473625,  10.3736   14.6611  0.486359 -0.496509,  10.2794   14.6469  0.486359 -0.496509, 4.99769 0.823815 -5.46386  4.83172
9,  12.8772   6.35407  0.306005 -0.388392,  13.0294   6.12094  0.312069 -0.352218,    13.03   6.21632  0.312069 -0.352218, 1.18654 -2.16789  1.98164 -9.31381
12,  22.9019   13.2965  0.536033 -0.219434,  22.5858   13.1344   0.57033 -0.219497,  22.4856   13.1075   0.57033 -0.219497, -1.81757  -1.42182   6.39819 0.0283376
19,  18.2788   10.9295 -0.231757 -0.326946,  18.1731   10.9481  -0.24914 -0.321864,  18.1596   10.9748  -0.24914 -0.321864,-0.652089   0.41419   7.50049  -1.55442
7,  9.80726   14.5114  0.514469 -0.473625,  9.89977   14.6133  0.477356 -0.530587,  9.97025   14.6162  0.477356 -0.530587, 1.66184 0.722013 -7.21383   12.027
9,  12.8874   6.34112  0.306005 -0.388392,  12.5797   6.30008  0.330936 -0.380377,  12.6618   6.28297  0.330936 -0.380377, -1.75007 -0.916967   8.14713  -2.06359
12,  22.9198   13.2892  0.536033 -0.219434,  22.5437   13.6606  0.525923 -0.273484,  22.5367   13.5617  0.525923 -0.273484, -1.6714  2.05025 -1.88601  24.6312
13,  21.8278   18.2055 -0.367754 -0.598617,  21.6984   18.3534  -0.34311 -0.604469,  20.9827   17.7477  -0.34311 -0.604469,-3.87145  -2.5146 -6.70125 0.977634
19,  18.2711   10.9186 -0.231757 -0.326946,  18.1901   11.0251   -0.2386 -0.313875,  18.1832   11.0143   -0.2386 -0.313875,-0.480964  0.875874   2.95257  -3.99782
7,  9.82441   14.4957  0.514469 -0.473625,  10.1291   14.7052  0.537123 -0.463399,  10.1038   14.6864  0.537123 -0.463399, 2.84386  1.31575  4.40343 -2.15891
9,  12.8976   6.32817  0.306005 -0.388392,  12.9686   5.92115  0.290944 -0.415744,  12.9158   5.98322  0.290944 -0.415744,0.141385   -5.451 -4.92175  7.04248
12,  22.9376   13.2819  0.536033 -0.219434,  22.6676   12.9494    0.5252 -0.195684,  22.6474    13.057    0.5252 -0.195684,-1.26531 -1.69355 -2.02103 -10.8234
13,  21.8155   18.1855 -0.367754 -0.598617,  21.8295   17.6109 -0.383695 -0.609682,  21.6908   17.6297 -0.383695 -0.609682,-0.571858  -3.05609   4.33453   1.84844
19,  18.2633   10.9077 -0.231757 -0.326946,  18.3439   11.3027 -0.217951 -0.293304,   18.314   11.2495 -0.217951 -0.293304,0.277152  3.13354 -5.95698 -10.2896
7,  9.84156   14.4799  0.514469 -0.473625,  9.98091   14.9829  0.537918 -0.463182,   10.006   14.9273  0.537918 -0.463182, 1.67077  3.09017  4.55794 -2.20478
9,  12.9078   6.31523  0.306005 -0.388392,  13.0532   6.34483  0.308992 -0.377522,  13.0305   6.27808  0.308992 -0.377522, 0.951032 -0.588252  0.976293  -2.79855
12,  22.9555   13.2746  0.536033 -0.219434,  22.9506   12.9299  0.522523 -0.184534,  22.8997   12.9514  0.522523 -0.184534,-0.243176  -2.43434   -2.5204  -15.9049
13,  21.8033   18.1655 -0.367754 -0.598617,  21.8136   18.2417 -0.363926 -0.576476,  21.7897   18.1305 -0.363926 -0.576476,-0.0620583  -0.193134   -1.04099   -3.69872
19,  18.2556   10.8968 -0.231757 -0.326946,  18.3491   10.7018 -0.202945 -0.298577,  18.3416   10.7976 -0.202945 -0.298577, 0.471143 -0.910367  -12.4321  -8.67696
7,  9.85871   14.4641  0.514469 -0.473625,  9.59698   14.6674  0.497443 -0.430158,  9.67289   14.7111  0.497443 -0.430158,-1.88481   1.7075 -3.30944 -9.17752
9,   12.918   6.30228  0.306005 -0.388392,  12.7607   6.75066  0.288408 -0.401434,  12.8105   6.66417  0.288408 -0.401434,-0.83185  5.74213 -5.75057  3.35791
12,  22.9734   13.2673  0.536033 -0.219434, 22.9982  12.9635 0.535834 -0.25045, 22.9838    12.96 0.535834 -0.25045,0.0452483  -2.31584 -0.037195   14.1345
13,   21.791   18.1456 -0.367754 -0.598617,  21.9291   17.8061 -0.358037 -0.583783,  21.9021   17.8603 -0.358037 -0.583783,0.509953 -1.57198 -2.64228 -2.47803
19,  18.2479   10.8859 -0.231757 -0.326946,  18.5278   9.85537 -0.210551 -0.354995,  18.4934   10.0212 -0.210551 -0.354995, 1.34566 -7.94324 -9.15019  8.57909
7,  9.87586   14.4483  0.514469 -0.473625,  9.94515    14.778  0.552017 -0.497971,  9.89979   14.7633  0.552017 -0.497971,0.242265  2.18007  7.29847  5.14037
9,  12.9282   6.28933  0.306005 -0.388392,  12.7701   6.31801  0.311672 -0.429974,  12.7791   6.37719  0.311672 -0.429974,-1.1531 1.39691 1.85179 10.7062
12,  22.9912     13.26  0.536033 -0.219434,  23.1643   13.4488  0.549045 -0.256002,  23.1354   13.3602  0.549045 -0.256002, 0.62696 0.756188  2.42736  16.6647
13,  21.7788   18.1256 -0.367754 -0.598617,   21.217    17.932 -0.412019 -0.660157,  21.3367   17.9155 -0.412019 -0.660157,-2.02969 -1.15939  12.0366  10.2804
19,  18.2402    10.875 -0.231757 -0.326946,   18.146   10.8827 -0.248659 -0.373079,  18.2065   10.7271 -0.248659 -0.373079,-0.184679  -1.36004   7.29282   14.1105
7,  9.89301   14.4325  0.514469 -0.473625,  10.1007    14.589  0.549321 -0.470987,  10.0682   14.6172  0.549321 -0.470987,  1.77105   1.27974   6.77442 -0.556908
9,  12.9384   6.27639  0.306005 -0.388392,  12.8475   6.01305   0.29773 -0.460133,  12.8371   6.07526   0.29773 -0.460133,-0.782709   -3.2045  -2.70408   18.4715
10,  6.95378   21.1267 -0.224772 -0.310201,  7.04226   21.6569  -0.15885 -0.373973,  6.80992   20.9425  -0.15885 -0.373973,  -2.0688 -0.871775  -29.3285   20.5585
12,  23.0091   13.2526  0.536033 -0.219434,  22.9864   13.1435  0.593856 -0.291238,  23.0163   13.1805  0.593856 -0.291238,0.0314256 -0.544342   10.7872   32.7221
13,  21.7665   18.1057 -0.367754 -0.598617,  21.7589   17.8933 -0.377979     -0.59,  21.6814   17.8936 -0.377979     -0.59,-0.390995  -1.17151   2.78039   -1.4394
19,  18.2324   10.8641 -0.231757 -0.326946,  18.2869   11.0822 -0.242827  -0.33886,  18.2711   11.0169 -0.242827  -0.33886,0.212155  1.40601  4.77652  3.64407
7,  9.91016   14.4167  0.514469 -0.473625,  10.2435   14.5457  0.524402 -0.471221,  10.2154   14.5557  0.524402 -0.471221,  3.08056  0.963695   1.93072 -0.507393
9,  12.9486   6.26344  0.306005 -0.388392,  13.2707   6.11597  0.285654 -0.369459,  13.1952   6.10629  0.285654 -0.369459, 1.90481 -2.50907 -6.65057 -4.87454
10,  6.94629   21.1164 -0.224772 -0.310201,  7.17865   21.0864 -0.275023 -0.292976,  7.11792   21.0613 -0.275023 -0.292976,  2.47089 -0.260535   22.3563  -5.55271
12,   23.027   13.2453  0.536033 -0.219434,  23.2185   13.3375  0.512552 -0.187822,  23.1858   13.3082  0.512552 -0.187822,0.689668 0.474262 -4.38055 -14.4064
13,  21.7542   18.0857 -0.367754 -0.598617,  21.7574   18.1474 -0.360761 -0.624817,  21.7416   18.0986 -0.360761 -0.624817,-0.057902 0.0711971  -1.90158   4.37673
19,  18.2247   10.8532 -0.231757 -0.326946,  18.7725   10.9632 -0.225186 -0.314566,  18.6818   10.9709 -0.225186 -0.314566, 2.50829  1.08367 -2.83512 -3.78659
7,  9.92731   14.4009  0.514469 -0.473625, 9.96026  14.4907  0.53683 -0.41423, 10.0089  14.4996  0.53683 -0.41423,0.821526  0.68527   4.3464 -12.5404
9,  12.9588   6.25049  0.306005 -0.388392,  12.7881   6.26459  0.282259 -0.382827,  12.8623   6.23416  0.282259 -0.382827,-0.744231 -0.261332  -7.75992  -1.43272
10,  6.93879    21.106 -0.224772 -0.310201,  6.75195   21.2765 -0.212315 -0.280033,    6.815   21.2369 -0.212315 -0.280033,-1.78411 0.620299 -5.54221 -9.72535
12,  23.0448    13.238  0.536033 -0.219434,  23.0803   13.1458  0.555243 -0.198576,  23.1022   13.1736  0.555243 -0.198576, 0.249029 -0.486922   3.58372  -9.50575
13,   21.742   18.0658 -0.367754 -0.598617,  21.8793   18.2182 -0.402843 -0.615185,  21.8525   18.1932 -0.402843 -0.615185,0.508437  0.70543  9.54136  2.76769
19,   18.217   10.8423 -0.231757 -0.326946,  17.8917   10.6772 -0.206481 -0.279588,  18.0312   10.7278 -0.206481 -0.279588,-1.01997 -1.05673 -10.9061  -14.485
7,  9.94446   14.3851  0.514469 -0.473625,  9.89879    14.552  0.537493 -0.489996,  9.92158   14.5399  0.537493 -0.489996,-0.230026   1.07595   4.47529   3.45671
9,   12.969   6.23755  0.306005 -0.388392,  12.9786   6.13477  0.282796 -0.403334,  12.9596   6.15013  0.282796 -0.403334,-0.0721527   -1.40143   -7.58454     3.8473
10,   6.9313   21.0957 -0.224772 -0.310201,  6.73747   21.1842 -0.221317 -0.301168,  6.74997   21.1919 -0.221317 -0.301168, -2.6161 0.455959 -1.53714 -2.91207
12,  23.0627   13.2307  0.536033 -0.219434,  22.9303   13.2978   0.58515 -0.199637,  22.9643   13.2745   0.58515 -0.199637,-0.426705  0.330863   9.16295  -9.02213
13,  21.7297   18.0458 -0.367754 -0.598617,  21.8841   18.2816 -0.442265  -0.66714,   21.876    18.262 -0.442265  -0.66714,0.673102  1.19812  20.2611  11.4469
