obs_id,true_value,meas_value,corr_value,diff(%)
18, 5.19481  4.89898 -0.38613 0.451551,   5.4126   4.59085 -0.350236  0.476722,  5.37259   4.65847 -0.350236  0.476722, 3.42225 -4.90935 -9.29575  5.57447
0,  4.13399   4.00713 -0.248269  0.439914,  3.80816   4.20359 -0.252841   0.42969,   3.8559   4.14194 -0.252841   0.42969,-6.72687  3.36425  1.84126 -2.32414
4, -5.67387  -2.92234 -0.291101  0.392372,  -5.8203  -3.20605 -0.269081  0.346703, -5.80017  -3.16609 -0.269081  0.346703, 2.22593  8.34081 -7.56445 -11.6393
17,  9.37154  -2.15232 -0.493217 -0.342972,  9.67681  -1.61851 -0.460692 -0.394898,  9.56749  -1.63915 -0.460692 -0.394898,  2.0909 -23.8426 -6.59447    15.14
18, 5.18194  4.91403 -0.38613 0.451551,  5.34472   5.32338 -0.366475  0.446859,  5.34836   5.17725 -0.366475  0.446859, 3.21155  5.35651 -5.09017 -1.03911
0,  4.12571    4.0218 -0.248269  0.439914,  4.04336   3.79042 -0.286947   0.41767,  3.99925   3.87279 -0.286947   0.41767,-3.06513 -3.70502  15.5791 -5.05635
4, -5.68357  -2.90926 -0.291101  0.392372,-5.64986 -2.97103 -0.25773 0.435486,-5.68572 -3.01235 -0.25773 0.435486,0.0378377   3.54336  -11.4636    10.988
17,   9.3551  -2.16375 -0.493217 -0.342972,  9.04245  -2.12814 -0.469128 -0.337326,   9.1572  -2.02101 -0.469128 -0.337326,-2.11535 -6.59711 -4.88408 -1.64632
18, 5.16907  4.92909 -0.38613 0.451551,  4.66374   4.70556 -0.403551  0.414294,  4.81513   4.81511 -0.403551  0.414294, -6.8473 -2.31222  4.51173 -8.25079
0,  4.11744   4.03646 -0.248269  0.439914, 3.85532  3.99023 -0.23482 0.490038, 3.88557  3.96692 -0.23482 0.490038,-5.63122 -1.72271 -5.41739  11.3941
4, -5.69327  -2.89618 -0.291101  0.392372, -5.73201  -2.96349 -0.317852  0.406477, -5.72352  -2.97122 -0.317852  0.406477,0.531305  2.59095  9.18961  3.59478
17,  9.33866  -2.17519 -0.493217 -0.342972,  9.31495  -1.94417 -0.516659 -0.308141,  9.27591    -1.964 -0.516659 -0.308141,-0.671896  -9.70872   4.75282  -10.1557
18,  5.1562  4.94414 -0.38613 0.451551,  5.26312   4.97623 -0.332108  0.446604,  5.15923   4.94306 -0.332108  0.446604,  0.058733 -0.0217676   -13.9907   -1.09548
0,  4.10916   4.05112 -0.248269  0.439914,  4.30512   4.23608 -0.265757  0.409115,  4.20889   4.17916 -0.265757  0.409115, 2.42709  3.16052  7.04371 -7.00119
4, -5.70298   -2.8831 -0.291101  0.392372, -5.56839  -3.02795 -0.265078  0.402089,  -5.6057  -3.01213 -0.265078  0.402089, -1.7057  4.47525 -8.93953   2.4765
17,  9.32222  -2.18662 -0.493217 -0.342972,  9.21712   -1.6591 -0.535793 -0.316435,  9.22648  -1.73006 -0.535793 -0.316435,-1.02699 -20.8795   8.6323  -7.7375
18, 5.14333  4.95919 -0.38613 0.451551,   5.1231   5.17193 -0.405975  0.482795,  5.12874   5.12375 -0.405975  0.482795,-0.283618   3.31839   5.13939   6.91933
0,  4.10089   4.06579 -0.248269  0.439914,  4.26666   4.15903 -0.279368   0.44254,  4.25166   4.16664 -0.279368   0.44254,3.67655 2.48045 12.5263 0.59705
4, -5.71268  -2.87002 -0.291101  0.392372, -5.58257  -2.80902 -0.281004  0.404809, -5.58976  -2.85173 -0.281004  0.404809, -2.15165 -0.637436   -3.4688   3.16975
17,  9.30578  -2.19805 -0.493217 -0.342972,  9.08246   -2.4148 -0.504992 -0.304606,  9.11086  -2.26301 -0.504992 -0.304606,-2.09455   2.9551  2.38739 -11.1863
18, 5.13046  4.97424 -0.38613 0.451551,  4.81944   5.04783 -0.386004  0.445846,  4.88603   5.06855 -0.386004  0.445846,  -4.76426    1.89591 -0.0325786   -1.26341
0,  4.09261   4.08045 -0.248269  0.439914, 4.07099  3.73454 -0.24537 0.483205, 4.10957  3.83515 -0.24537 0.483205,0.414409  -6.0117 -1.16768  9.84075
4, -5.72238  -2.85695 -0.291101  0.392372, -5.33006  -2.67613 -0.335995   0.33559, -5.39064  -2.71263 -0.335995   0.33559,-5.79732 -5.05154  15.4222 -14.4714
17,  9.28934  -2.20948 -0.493217 -0.342972,  9.55283  -2.33406 -0.500905 -0.338242,  9.44953  -2.32035 -0.500905 -0.338242, 1.72453  5.01762  1.55879 -1.37912
18, 5.11759  4.98929 -0.38613 0.451551,  5.06482    5.1673 -0.409155  0.426252,  5.02167   5.14841 -0.409155  0.426252,-1.87433   3.1892  5.96308 -5.60265
0,  4.08433   4.09511 -0.248269  0.439914,  4.07791    4.0257 -0.260021  0.409289,  4.08319   3.98642 -0.260021  0.409289,-0.0279611   -2.65423    4.73345   -6.96166
4, -5.73209  -2.84387 -0.291101  0.392372, -5.65015  -2.74997 -0.330193  0.402102, -5.59425  -2.73904 -0.330193  0.402102,-2.40475 -3.68599  13.4288  2.47985
17,  9.27289  -2.22092 -0.493217 -0.342972,  9.52993  -2.23613 -0.482285 -0.331137,  9.50807  -2.25763 -0.482285 -0.331137, 2.53619  1.65306 -2.21644 -3.45073
18, 5.10472  5.00434 -0.38613 0.451551,  5.07073   4.81046 -0.388077  0.482018,  5.05662   4.88975 -0.388077  0.482018,-0.942321  -2.28997  0.504331   6.74717
0,  4.07606   4.10978 -0.248269  0.439914,  3.40783   4.22381 -0.272485  0.462532,  3.55793   4.17344 -0.272485  0.462532,-12.7114  1.54899   9.7539  5.14157
4, -5.74179  -2.83079 -0.291101  0.392372, -5.92812  -2.52145 -0.300846  0.434577, -5.85543  -2.56742 -0.300846  0.434577, 1.97915 -9.30362   3.3475  10.7563
17,  9.25645  -2.23235 -0.493217 -0.342972,   9.2084  -2.17673 -0.456498 -0.262757,  9.27225  -2.19743 -0.456498 -0.262757,0.170635 -1.56428 -7.44485 -23.3882
18, 5.09185   5.0194 -0.38613 0.451551,  5.16568   5.16528 -0.405754  0.414902,  5.13821   5.10686 -0.405754  0.414902,0.910616  1.74253  5.08217 -8.11611
0,  4.06778   4.12444 -0.248269  0.439914,   3.6029   4.50164 -0.269641  0.446343,  3.59073   4.43122 -0.269641  0.446343,-11.7276  7.43801  8.60826  1.46145
4, -5.75149  -2.81771 -0.291101  0.392372, -5.87461  -2.50657 -0.239559  0.387192, -5.87255  -2.51701 -0.239559  0.387192, 2.10483 -10.6718  -17.706 -1.32019
17,  9.24001  -2.24378 -0.493217 -0.342972,   9.1294  -2.53727 -0.499098  -0.34128,  9.15814  -2.46273 -0.499098  -0.34128,  -0.8861   9.75796   1.19234 -0.493351
18, 5.07898  5.03445 -0.38613 0.451551,  4.84707   5.02033 -0.340704  0.483021,  4.90958   5.04292 -0.340704  0.483021,-3.33532 0.168346 -11.7644  6.96948
0,  4.05951    4.1391 -0.248269  0.439914,  3.95876   4.37506 -0.221049  0.444472,  3.87387   4.39106 -0.221049  0.444472,-4.57288  6.08708 -10.9638  1.03604
4,  -5.7612  -2.80463 -0.291101  0.392372, -5.63191  -3.20424 -0.292557  0.402508, -5.68789   -3.0466 -0.292557  0.402508, -1.2724  8.62773 0.500147  2.58318
17,  9.22357  -2.25521 -0.493217 -0.342972,  9.32435  -2.35385 -0.479821 -0.310732,  9.28318  -2.38093 -0.479821 -0.310732,0.646241  5.57445 -2.71612 -9.40031
18, 5.06611   5.0495 -0.38613 0.451551,  4.77621   4.72213 -0.380496  0.397427,  4.80368   4.79798 -0.380496  0.397427,-5.17999  -4.9811 -1.45902 -11.9861
0,  4.05123   4.15377 -0.248269  0.439914,  3.77233   4.07603 -0.187323   0.39328,  3.79353    4.1503 -0.187323   0.39328,  -6.36111 -0.0836061   -24.5487   -10.6007
4,  -5.7709  -2.79155 -0.291101  0.392372, -5.78492  -3.10402 -0.343018  0.373079, -5.76527  -3.08807 -0.343018  0.373079,-0.0975835    10.6221    17.8345   -4.91691
17,  9.20713  -2.26665 -0.493217 -0.342972,   9.2091  -2.57189 -0.500459 -0.280304,  9.22218  -2.53122 -0.500459 -0.280304,0.163428  11.6727  1.46834 -18.2723
18, 5.05324  5.06455 -0.38613 0.451551,  5.07678   5.20881 -0.435154  0.429825,  5.01243   5.11929 -0.435154  0.429825,-0.807424   1.08089   12.6962  -4.81145
0,  4.04296   4.16843 -0.248269  0.439914,  3.66683   3.99834 -0.166097  0.434199,  3.69395    4.0355 -0.166097  0.434199,-8.63254 -3.18894 -33.0982 -1.29922
4,  -5.7806  -2.77847 -0.291101  0.392372, -5.78285  -2.72701 -0.282037  0.419029, -5.78147   -2.8055 -0.282037  0.419029,0.0149635  0.972786  -3.11386    6.7939
16,  2.41119   12.2929 -0.206128  0.390511, 2.49768  12.4519 -0.19464 0.405169, 2.41513  12.0418 -0.19464 0.405169,0.163181  -2.0421 -5.57311  3.75345
17,  9.19069  -2.27808 -0.493217 -0.342972,  8.64439   -2.2901 -0.480957 -0.342601,  8.77073   -2.3465 -0.480957 -0.342601, -4.56949    3.0033  -2.48579 -0.108314
18, 5.04036   5.0796 -0.38613 0.451551,  4.97081    4.8306 -0.313334  0.467869,  4.97691   4.89882 -0.313334  0.467869,-1.25884 -3.55895 -18.8526  3.61393
0,  4.03468    4.1831 -0.248269  0.439914,  3.80608   3.76771 -0.292675  0.495028,  3.77959   3.83126 -0.292675  0.495028,-6.32256  -8.4109  17.8861  12.5283
4, -5.79031  -2.76539 -0.291101  0.392372, -5.79381   -2.9535 -0.283037  0.368641, -5.79315  -2.91703 -0.283037  0.368641,0.0490317   5.48358  -2.77027  -6.04815
16,  2.40432   12.3059 -0.206128  0.390511,  2.73739   12.5833 -0.198123  0.368809,  2.66645   12.4694 -0.198123  0.368809, 10.9021  1.32847 -3.88347  -5.5572
17,  9.17425  -2.28951 -0.493217 -0.342972,  9.42016  -2.42489 -0.483606 -0.310084,  9.27033  -2.40981 -0.483606 -0.310084,  1.0473  5.25443 -1.94864  -9.5893
18, 5.02749  5.09466 -0.38613 0.451551,  4.85128   5.17245 -0.369958  0.506899,  4.87721   5.11436 -0.369958  0.506899,-2.98916 0.386662 -4.18811  12.2573
0,  4.02641   4.19776 -0.248269  0.439914,  4.17556   4.35385 -0.268261  0.438767,  4.08421    4.2399 -0.268261  0.438767,  1.43573   1.00391   8.05245 -0.260713
4, -5.80001  -2.75231 -0.291101  0.392372, -5.58069  -2.96866 -0.349749  0.395628, -5.63065  -2.95427 -0.349749  0.395628,-2.91998  7.33776  20.1469 0.829785
16,  2.39745   12.3189 -0.206128  0.390511,  2.51569   11.9592 -0.252429  0.432136,  2.54808   12.0766 -0.252429  0.432136, 6.28268 -1.96693  22.4622  10.6592
17,  9.15781  -2.30094 -0.493217 -0.342972,  9.02134  -2.37476 -0.495609 -0.338602,  9.07377  -2.38498 -0.495609 -0.338602,-0.917735   3.65223  0.484893  -1.27419
18, 5.01462  5.10971 -0.38613 0.451551,  4.84448   5.22629 -0.380222   0.48875,  4.84907   5.20489 -0.380222   0.48875,-3.30139  1.86279 -1.53007  8.23822
0,  4.01813   4.21242 -0.248269  0.439914,  4.08461   4.63426 -0.195724  0.426034,  4.08251   4.54876 -0.195724  0.426034, 1.60216  7.98444 -21.1646 -3.15518
4, -5.80971  -2.73923 -0.291101  0.392372, -6.01829  -2.34046 -0.280639  0.391489, -5.93364  -2.47569 -0.280639  0.391489,  2.13309  -9.62113  -3.59401 -0.225022
16,  2.39058   12.3319 -0.206128  0.390511,   2.3342   12.1838 -0.197497  0.386465,  2.38046   12.1629 -0.197497  0.386465,-0.423614  -1.37086  -4.18707  -1.03597
17,  9.14137  -2.31237 -0.493217 -0.342972,  9.00328  -2.16213 -0.548787 -0.362385,  9.01543  -2.21484 -0.548787 -0.362385,-1.37768 -4.21779  11.2668  5.66011
18, 5.00175  5.12476 -0.38613 0.451551,  4.87707   4.68848 -0.352792  0.467049,  4.86791   4.80842 -0.352792  0.467049,-2.67584 -6.17279 -8.63393  3.43226
0,  4.00986   4.22709 -0.248269  0.439914,   4.1959   4.24516 -0.283057  0.416403,   4.1689   4.31671 -0.283057  0.416403, 3.96636  2.12025  14.0122 -5.34445
4, -5.81942  -2.72615 -0.291101  0.392372, -6.07061  -2.73785 -0.283289  0.344738, -6.04188  -2.67588 -0.283289  0.344738, 3.82273 -1.84397 -2.68353 -12.1399
16,  2.38371   12.3449 -0.206128  0.390511,  2.56454   12.8251 -0.235606  0.374565,  2.52161   12.6789 -0.235606  0.374565, 5.78515  2.70549  14.3008 -4.08335
17,  9.12493  -2.32381 -0.493217 -0.342972,  9.41714  -1.99223 -0.485061  -0.32565,  9.32257  -2.04507 -0.485061  -0.32565, 2.16597 -11.9949 -1.65363 -5.05066
18, 4.98888  5.13981 -0.38613 0.451551,  5.26761   5.44454 -0.358997  0.429385,  5.17497   5.30483 -0.358997  0.429385, 3.73007  3.21054  -7.0268 -4.90874
0,  4.00158   4.24175 -0.248269  0.439914,  3.98284   3.95634 -0.236906   0.45065,  4.02261    4.0406 -0.236906   0.45065,0.525446 -4.74211 -4.57719  2.44051
4, -5.82912  -2.71307 -0.291101  0.392372, -5.95008  -2.76581 -0.346736  0.364955, -5.97287  -2.74298 -0.346736  0.364955, 2.46608   1.1022  19.1117 -6.98744
16,  2.37684    12.358 -0.206128  0.390511,  2.1701  12.2321 -0.17597 0.375046, 2.24748  12.3355 -0.17597 0.375046, -5.44268 -0.181706  -14.6307  -3.96022
17,  9.10849  -2.33524 -0.493217 -0.342972,  9.06282  -2.12581 -0.452348  -0.29254,  9.11766  -2.11007 -0.452348  -0.29254,0.100671 -9.64212 -8.28627 -14.7045
18, 4.97601  5.15486 -0.38613 0.451551,  4.90188   4.82092 -0.440778  0.446471,  4.96067   4.93309 -0.440778  0.446471,-0.308209  -4.30216   14.1527  -1.12486
0,   3.9933   4.25641 -0.248269  0.439914,  3.75513    3.7222 -0.303015   0.50072,  3.81357   3.79727 -0.303015   0.50072,-4.50079 -10.7872  22.0511  13.8222
16,  2.36997    12.371 -0.206128  0.390511,  2.89662   12.0279 -0.186432  0.356226,  2.74915      12.1 -0.186432  0.356226, 15.9992 -2.19043 -9.55508 -8.77952
17,  9.09205  -2.34667 -0.493217 -0.342972,  8.99011  -2.16392 -0.487351 -0.312681,  9.01543  -2.15399 -0.487351 -0.312681,-0.842705  -8.21084  -1.18934  -8.83194
18, 4.96314  5.16992 -0.38613 0.451551,  4.88351   5.01163 -0.338442   0.46541,  4.89757   4.99729 -0.338442   0.46541,-1.32109 -3.33894 -12.3503  3.06935
0,  3.98503   4.27108 -0.248269  0.439914,  4.25886   4.71378 -0.310827  0.421218,  4.15633   4.51119 -0.310827  0.421218, 4.29858  5.62171  25.1973 -4.24993
16,   2.3631    12.384 -0.206128  0.390511,  2.41824   12.7107 -0.188447  0.436628,  2.49134   12.5759 -0.188447  0.436628, 5.42694  1.54959 -8.57771  11.8094
17,  9.07561   -2.3581 -0.493217 -0.342972,  9.39191  -2.52228  -0.48917 -0.386423,  9.30349   -2.4417  -0.48917 -0.386423,  2.51088   3.54517 -0.820521   12.6689
18, 4.95027  5.18497 -0.38613 0.451551,  5.64102   4.99764 -0.385624  0.420408,   5.4711   5.00105 -0.385624  0.420408,  10.5212  -3.54707 -0.131125  -6.89677
0,  3.97675   4.28574 -0.248269  0.439914,  3.95698   4.47157 -0.236589  0.482859,  3.99953   4.48365 -0.236589  0.482859,0.572786  4.61778  -4.7045  9.76204
16,  2.35623    12.397 -0.206128  0.390511,  2.61954   12.6889 -0.173475  0.374724,  2.58926   12.6667 -0.173475  0.374724, 9.89015  2.17552 -15.8413 -4.04268
17,  9.05917  -2.36954 -0.493217 -0.342972,  8.58079  -2.56912 -0.533326 -0.310184,  8.73983  -2.54334 -0.533326 -0.310184,-3.52504   7.3347  8.13207 -9.55996
18,  4.9374  5.20002 -0.38613 0.451551,  4.74617   5.35243 -0.384187  0.399579,  4.90649   5.27647 -0.384187  0.399579,   -0.626   1.47019 -0.503081  -11.5096
0,  3.96848   4.30041 -0.248269  0.439914,  4.14289   4.59773 -0.270374  0.451178,  4.10883   4.57567 -0.270374  0.451178, 3.5368 6.40086 8.90341 2.56053
16,  2.34936     12.41 -0.206128  0.390511,  2.21549   12.8776 -0.247309  0.294006,  2.29834   12.8329 -0.247309  0.294006,-2.17144  3.40759  19.9786 -24.7125
17,  9.04273  -2.38097 -0.493217 -0.342972,  9.14861  -2.25194 -0.484323 -0.364782,  9.05257  -2.31988 -0.484323 -0.364782,0.108817 -2.56593 -1.80322  6.35896
18, 4.92453  5.21507 -0.38613 0.451551,  4.62422   4.86977 -0.354717  0.475851,  4.68489   4.96434 -0.354717  0.475851,-4.86629 -4.80786 -8.13543  5.38154
0,   3.9602   4.31507 -0.248269  0.439914,  3.91423   4.37983 -0.330151  0.465683,  3.95602   4.42731 -0.330151  0.465683,-0.105675   2.60109   32.9812   5.85772
16,  2.34248    12.423 -0.206128  0.390511,  2.91418   12.5587 -0.213365  0.369272,  2.77367   12.6226 -0.213365  0.369272,  18.407  1.60665  3.51117 -5.43878
17,  9.02629   -2.3924 -0.493217 -0.342972,  9.14574  -2.64028  -0.45797 -0.367511,  9.12113  -2.57088  -0.45797 -0.367511, 1.05068  7.46032 -7.14632  7.15463
18, 4.91166  5.23012 -0.38613 0.451551,  4.41179   5.04638 -0.409073  0.431693,  4.47061   5.03148 -0.409073  0.431693, -8.9795 -3.79809  5.94174 -4.39766
0,  3.95193   4.32973 -0.248269  0.439914,  3.86079   4.18448 -0.212474  0.444689,  3.87975   4.24265 -0.212474  0.444689,-1.82631 -2.01134 -14.4178   1.0854
16,  2.33561   12.4361 -0.206128  0.390511,  2.67809   12.3153 -0.243089  0.363684,    2.698   12.3873 -0.243089  0.363684,  15.5159 -0.392112   17.9312  -6.86967
17,  9.00985  -2.40383 -0.493217 -0.342972,  9.00247  -2.58133 -0.502313 -0.376472,  9.02575  -2.58174 -0.502313 -0.376472,0.176502  7.40078   1.8442  9.76753
18, 4.89879  5.24517 -0.38613 0.451551,  4.50697   5.65941 -0.343523  0.420454,  4.49572   5.52127 -0.343523  0.420454,-8.22795  5.26378 -11.0342 -6.88661
0,  3.94365    4.3444 -0.248269  0.439914,  3.71759   4.49524 -0.297701  0.496202,   3.7525   4.44171 -0.297701  0.496202,-4.84693  2.23995  19.9106  12.7951
9,  11.5919   7.98534  0.306005 -0.388392,  11.4368   7.81377  0.305998 -0.429039,  11.0601   7.55571  0.305998 -0.429039,   -4.58767    -5.38028 -0.00231792     10.4655
16,  2.32874   12.4491 -0.206128  0.390511,   2.1805   12.8504 -0.199758  0.434436,  2.29519   12.7489 -0.199758  0.434436,-1.44088  2.40822 -3.09042   11.248
17,  8.99341  -2.41527 -0.493217 -0.342972,  9.39389  -2.40139 -0.435206 -0.336826,  9.30723  -2.44482 -0.435206 -0.336826,  3.4895   1.2236 -11.7617 -1.79199
18, 4.88591  5.26023 -0.38613 0.451551,  4.64572   5.12479 -0.377067  0.512015,  4.60937   5.21722 -0.377067  0.512015, -5.66009 -0.817668  -2.34712   13.3905
0,  3.93537   4.35906 -0.248269  0.439914,  3.90442   4.34876 -0.262039  0.455564,  3.86798   4.37341 -0.262039  0.455564,-1.71251 0.329187  5.54621  3.55741
9,  11.6021   7.97239  0.306005 -0.388392,  11.7029   7.81085   0.33276 -0.399752,  11.5664    7.7527   0.33276 -0.399752,-0.307578  -2.75564   8.74326   2.92495
16,  2.32187   12.4621 -0.206128  0.390511,  2.29088   12.2581 -0.216894  0.332488,  2.29035   12.3718 -0.216894  0.332488, -1.35762 -0.724372   5.22278  -14.8582
17,  8.97697   -2.4267 -0.493217 -0.342972,  9.01722  -2.37805 -0.461195 -0.308985,  9.07925  -2.39561 -0.461195 -0.308985, 1.13942 -1.28107 -6.49248 -9.90978
18, 4.87304  5.27528 -0.38613 0.451551,  5.00751   5.21303 -0.356452  0.475677,  4.91504   5.21781 -0.356452  0.475677,0.861734 -1.08929 -7.68611  5.34293
0,   3.9271   4.37372 -0.248269  0.439914, 4.24072  4.61718 -0.24992 0.391975, 4.15483  4.56572 -0.24992 0.391975, 5.79905  4.38965 0.665005 -10.8974
9,  11.6123   7.95945  0.306005 -0.388392,  11.9805   8.00348  0.278156 -0.380479,    11.89   7.94414  0.278156 -0.380479,  2.39138 -0.192288  -9.10071   -2.0374
16,    2.315   12.4751 -0.206128  0.390511,   2.6732    12.271 -0.224609  0.418576,  2.58537   12.2962 -0.224609  0.418576, 11.6791 -1.43419  8.96584  7.18675
17,  8.96053  -2.43813 -0.493217 -0.342972,   9.1979  -2.56733  -0.44088 -0.342731,  9.16773  -2.53099  -0.44088 -0.342731,   2.31239    3.80855   -10.6113 -0.0704973
18, 4.86017  5.29033 -0.38613 0.451551,  5.01214   5.49368 -0.441484  0.437873,   4.9876   5.43514 -0.441484  0.437873, 2.62189  2.73721  14.3356 -3.02911
0,  3.91882   4.38839 -0.248269  0.439914,  4.35044   4.28549 -0.271844    0.4211,  4.30452   4.35152 -0.271844    0.4211,  9.84224 -0.840074    9.4956  -4.27682
9,  11.6225    7.9465  0.306005 -0.388392, 11.4554  8.26503 0.284705 -0.41178, 11.5553  8.18994 0.284705 -0.41178,-0.578186   3.06348  -6.96056   6.02179
16,  2.30813   12.4881 -0.206128  0.390511,  2.5375  12.5907 -0.21316 0.399179, 2.54659  12.5275 -0.21316 0.399179, 10.3314 0.315584  3.41158  2.21955
17,  8.94409  -2.44956 -0.493217 -0.342972,  8.73027  -2.32711 -0.523585 -0.306667,  8.82546  -2.37558 -0.523585 -0.306667,-1.32636 -3.02017  6.15723 -10.5856
18,  4.8473  5.30538 -0.38613 0.451551, 4.61937  5.50284 -0.40953 0.455556, 4.69896  5.49089 -0.40953 0.455556,-3.06024  3.49654  6.06001 0.887026
0,  3.91055   4.40305 -0.248269  0.439914,  3.75197   4.78836 -0.247501  0.436494,  3.87433   4.69317 -0.247501  0.436494,-0.926002   6.58896 -0.309554 -0.777308
9,  11.6327   7.93355  0.306005 -0.388392,  11.9011   8.31612  0.310365 -0.386484,  11.8254   8.28462  0.310365 -0.386484,  1.65629   4.42512   1.42488 -0.491104
16,  2.30126   12.5011 -0.206128  0.390511, 2.31131  12.7111  -0.1984 0.366465, 2.36268  12.6727  -0.1984 0.366465, 2.66922  1.37255 -3.74888 -6.15762
17,  8.92765    -2.461 -0.493217 -0.342972,  8.82719  -2.04205 -0.485944 -0.326371,  8.82287  -2.11945 -0.485944 -0.326371,-1.17363 -13.8785  -1.4746 -4.84054
18, 4.83443  5.32043 -0.38613 0.451551,  5.08782   6.10474 -0.479576  0.416565,   4.9972   5.96995 -0.479576  0.416565,3.36676 12.2079 24.2008 -7.7479
0,  3.90227   4.41772 -0.248269  0.439914,  3.77014   4.41156 -0.232586  0.480841,  3.79174   4.47824 -0.232586  0.480841,-2.83251  1.37012 -6.31687   9.3033
9,  11.6429   7.92061  0.306005 -0.388392, 11.6097  7.87296 0.341063 -0.36786, 11.6606  7.96274 0.341063 -0.36786,0.151927 0.531976  11.4567 -5.28625
16,  2.29439   12.5142 -0.206128  0.390511, 2.64286  12.7294 -0.21378 0.318891, 2.57829  12.7194 -0.21378 0.318891, 12.3737  1.64007  3.71239 -18.3399
17,  8.91121  -2.47243 -0.493217 -0.342972,  8.84467  -3.11083 -0.517188 -0.332668,  8.83612  -2.89007 -0.517188 -0.332668,-0.842641   16.8919   4.86023  -3.00436
18, 4.82156  5.33549 -0.38613 0.451551,  4.87226   5.16939 -0.386625  0.493929,  4.89679   5.35276 -0.386625  0.493929,  1.5602 0.323853 0.128176  9.38503
0,    3.894   4.43238 -0.248269  0.439914,  4.20643   4.56515 -0.229815  0.402492,  4.11132   4.54919 -0.229815  0.402492, 5.58092  2.63539 -7.43322 -8.50658
9,  11.6531   7.90766  0.306005 -0.388392,  11.8767   7.82264   0.27852 -0.364326,  11.8306   7.85142   0.27852 -0.364326,  1.52333 -0.711198  -8.98179  -6.19636
16,  2.28752   12.5272 -0.206128  0.390511,  2.26197   12.6104 -0.214088  0.410522,  2.33158   12.6373 -0.214088  0.410522, 1.92643 0.879298  3.86159  5.12432
17,  8.89477  -2.48386 -0.493217 -0.342972,  8.77082  -2.70387 -0.474133 -0.374738,  8.78164  -2.74829 -0.474133 -0.374738,-1.27184  10.6458 -3.86933  9.26194
18, 4.80869  5.35054 -0.38613 0.451551,  4.90202    5.4522 -0.453705  0.478315,  4.89794   5.43352 -0.453705  0.478315,1.85595 1.55094 17.5006 5.92721
0,  3.88572   4.44704 -0.248269  0.439914,  4.04729   4.38901 -0.226997  0.424547,  4.05998    4.4281 -0.226997  0.424547,  4.48464 -0.426051  -8.56826  -3.49321
9,  11.6633   7.89471  0.306005 -0.388392,  11.7512   7.68142   0.28779 -0.423047,  11.7711   7.71696   0.28779 -0.423047,0.924549  -2.2515 -5.95243  8.92267
16,  2.28065   12.5402 -0.206128  0.390511,  2.35201   12.5375 -0.213616  0.402242,   2.3458    12.563 -0.213616  0.402242, 2.85689 0.182131  3.63263  3.00404
17,  8.87833  -2.49529 -0.493217 -0.342972,  8.65366  -2.26296 -0.470885 -0.317162,  8.67891  -2.37505 -0.470885 -0.317162,-2.24606 -4.81901 -4.52773 -7.52539
18, 4.79582  5.36559 -0.38613 0.451551,  4.73841   5.25286 -0.365132  0.464112,  4.77092   5.29712 -0.365132  0.464112,-0.519122  -1.27601  -5.43805    2.7818
0,  3.87744   4.46171 -0.248269  0.439914,  3.98781    4.7482 -0.254822  0.476939,  4.00236   4.67931 -0.254822  0.476939,3.22159 4.87718 2.63917 8.41646
9,  11.6735   7.88177  0.306005 -0.388392,  11.7852   7.69364  0.358887 -0.368799,  11.7842   7.69571  0.358887 -0.368799,0.948544 -2.36053  17.2813 -5.04463
16,  2.27378   12.5532 -0.206128  0.390511,  2.12224    12.819 -0.177055  0.425753,  2.17097   12.7644 -0.177055  0.425753,-4.52134  1.68236 -14.1045  9.02452
17,  8.86189  -2.50673 -0.493217 -0.342972,  8.88655  -2.54576  -0.50712 -0.307674,  8.83627  -2.50971  -0.50712 -0.307674,-0.289087  0.118947   2.81881  -10.2918
18, 4.78295  5.38064 -0.38613 0.451551,  4.84353   5.25233 -0.392601  0.455769,  4.82444    5.2659 -0.392601  0.455769,0.867458 -2.13245  1.67582 0.934177
0,  3.86917   4.47637 -0.248269  0.439914,  3.30726   4.54685 -0.292131  0.450996,  3.46184   4.58025 -0.292131  0.450996,-10.5274  2.32069  17.6671  2.51911
9,  11.6837   7.86882  0.306005 -0.388392,  11.7705   7.70525  0.320966 -0.415032,  11.7763   7.70034  0.320966 -0.415032,0.792605 -2.14115  4.88921  6.85913
16,   2.2669   12.5662 -0.206128  0.390511,  2.26984   12.6231 -0.239718  0.379907,  2.24625   12.6581 -0.239718  0.379907,-0.911161  0.731385   16.2958  -2.71545
17,  8.84544  -2.51816 -0.493217 -0.342972,  8.83114  -2.39966 -0.488602 -0.386734,  8.82849  -2.42675 -0.488602 -0.386734,-0.191728  -3.63009 -0.935599   12.7596
18, 4.77008  5.39569 -0.38613 0.451551,   4.3999   5.47048 -0.372768  0.483079,  4.49254   5.42784 -0.372768  0.483079, -5.8183 0.595859 -3.46044  6.98219
0,  3.86089   4.49103 -0.248269  0.439914,  4.25383   4.46304 -0.279016  0.419146,  4.07333   4.49281 -0.279016  0.419146,  5.50218 0.0396565   12.3844  -4.72084
9,  11.6939   7.85587  0.306005 -0.388392,  11.5666   7.96147  0.271422 -0.364604,  11.6162   7.89956  0.271422 -0.364604,-0.664299  0.556141  -11.3015  -6.12461
