obs_id,true_value,meas_value,corr_value,diff(%)
16,  2.34936     12.41 -0.206128  0.390511,  2.33599   12.6345 -0.247309  0.294006,  2.39037   12.6009 -0.247309  0.294006, 1.74577  1.53776  19.9786 -24.7125
17,  9.04273  -2.38097 -0.493217 -0.342972,  8.87993  -2.37281 -0.484323 -0.364782,  8.86155   -2.4367 -0.484323 -0.364782,-2.00359  2.34071 -1.80322  6.35896
18, 4.92453  5.21507 -0.38613 0.451551,  5.04245   5.09096 -0.354717  0.475851,   4.9755    5.1434 -0.354717  0.475851, 1.03501 -1.37438 -8.13543  5.38154
0,   3.9602   4.31507 -0.248269  0.439914,  3.76268   4.37855 -0.330151  0.465683,  3.84183   4.40731 -0.330151  0.465683,-2.98902  2.13763  32.9812  5.85772
16,  2.34248    12.423 -0.206128  0.390511,  2.45632   12.5781 -0.213365  0.369272,  2.43961   12.5854 -0.213365  0.369272,  4.1464  1.30712  3.51117 -5.43878
17,  9.02629   -2.3924 -0.493217 -0.342972,  9.29077  -2.54196  -0.45797 -0.367511,   9.1905    -2.521  -0.45797 -0.367511, 1.81925  5.37513 -7.14632  7.15463
18, 4.91166  5.23012 -0.38613 0.451551,   4.3694   5.11995 -0.409073  0.431693,   4.5032    5.1288 -0.409073  0.431693,-8.31612 -1.93724  5.94174 -4.39766
0,  3.95193   4.32973 -0.248269  0.439914,  3.44227   4.41324 -0.212474  0.444689,  3.52976    4.4154 -0.212474  0.444689,-10.6826  1.97851 -14.4178   1.0854
16,  2.33561   12.4361 -0.206128  0.390511,  2.26231   12.3862 -0.243089  0.363684,  2.30063   12.4338 -0.243089  0.363684,  -1.49793 -0.0182206    17.9312   -6.86967
17,  9.00985  -2.40383 -0.493217 -0.342972,  8.83386  -2.60783 -0.502313 -0.376472,  8.91072  -2.59104 -0.502313 -0.376472,-1.10023  7.78773   1.8442  9.76753
18, 4.89879  5.24517 -0.38613 0.451551,  5.05598   5.52289 -0.343523  0.420454,  4.92845    5.4374 -0.343523  0.420454,0.605646  3.66481 -11.0342 -6.88661
0,  3.94365    4.3444 -0.248269  0.439914,   3.9171   4.40236 -0.297701  0.496202,  3.82829   4.40863 -0.297701  0.496202,-2.92513  1.47853  19.9106  12.7951
9,  11.5919   7.98534  0.306005 -0.388392,  11.6977   8.10236  0.305998 -0.429039,  11.3124   7.83478  0.305998 -0.429039,   -2.41142    -1.88548 -0.00231792     10.4655
16,  2.32874   12.4491 -0.206128  0.390511,  2.39172   12.8801 -0.199758  0.434436,  2.36939   12.7824 -0.199758  0.434436, 1.74543  2.67724 -3.09042   11.248
17,  8.99341  -2.41527 -0.493217 -0.342972,  9.41004  -2.41702 -0.435206 -0.336826,  9.29385  -2.45902 -0.435206 -0.336826, 3.34072   1.8116 -11.7617 -1.79199
18, 4.88591  5.26023 -0.38613 0.451551,  4.77551   5.21369 -0.377067  0.512015,  4.80736   5.26722 -0.377067  0.512015,-1.60768 0.132901 -2.34712  13.3905
0,  3.93537   4.35906 -0.248269  0.439914,  3.86444   4.05202 -0.262039  0.455564,  3.85406   4.13603 -0.262039  0.455564, -2.0661 -5.11647  5.54621  3.55741
9,  11.6021   7.97239  0.306005 -0.388392,  11.5258   7.89445   0.33276 -0.399752,  11.4819   7.87848   0.33276 -0.399752,-1.03561 -1.17792  8.74326  2.92495
16,  2.32187   12.4621 -0.206128  0.390511,  2.23376   12.5668 -0.216894  0.332488,   2.2628   12.6186 -0.216894  0.332488, -2.5442  1.25563  5.22278 -14.8582
17,  8.97697   -2.4267 -0.493217 -0.342972,  9.16528  -2.59144 -0.461195 -0.308985,  9.19096  -2.56416 -0.461195 -0.308985, 2.38383   5.6644 -6.49248 -9.90978
18, 4.87304  5.27528 -0.38613 0.451551,   5.0148   5.48878 -0.356452  0.475677,  4.96527   5.44274 -0.356452  0.475677, 1.89258  3.17446 -7.68611  5.34293
0,   3.9271   4.37372 -0.248269  0.439914,  4.2028  4.26895 -0.24992 0.391975, 4.12232  4.24244 -0.24992 0.391975, 4.97111 -3.00154 0.665005 -10.8974
9,  11.6123   7.95945  0.306005 -0.388392,  11.9653   8.07861  0.278156 -0.380479,  11.8592   8.03065  0.278156 -0.380479, 2.12645 0.894647 -9.10071  -2.0374
16,    2.315   12.4751 -0.206128  0.390511,  2.44254   12.4436 -0.224609  0.418576,  2.40044   12.4855 -0.224609  0.418576,  3.69079 0.0831428   8.96584   7.18675
17,  8.96053  -2.43813 -0.493217 -0.342972,  9.13723  -2.43773  -0.44088 -0.342731,  9.14587  -2.46852  -0.44088 -0.342731,   2.06843    1.24625   -10.6113 -0.0704973
18, 4.86017  5.29033 -0.38613 0.451551,  4.71698   5.33551 -0.441484  0.437873,   4.7702   5.36322 -0.441484  0.437873,-1.85117  1.37788  14.3356 -3.02911
0,  3.91882   4.38839 -0.248269  0.439914,  4.12851   4.17554 -0.271844    0.4211,  4.12524   4.19354 -0.271844    0.4211, 5.26734 -4.43996   9.4956 -4.27682
9,  11.6225    7.9465  0.306005 -0.388392, 11.3219  8.03934 0.284705 -0.41178,  11.445  8.03453 0.284705 -0.41178,-1.52734  1.10779 -6.96056  6.02179
16,  2.30813   12.4881 -0.206128  0.390511, 2.26264  12.6459 -0.21316 0.399179, 2.29198  12.6129 -0.21316 0.399179,-0.69967 0.999194  3.41158  2.21955
17,  8.94409  -2.44956 -0.493217 -0.342972,  8.81674  -1.88323 -0.523585 -0.306667,  8.88754  -2.01758 -0.523585 -0.306667,-0.632283  -17.6352   6.15723  -10.5856
18,  4.8473  5.30538 -0.38613 0.451551,  4.7707  5.55346 -0.40953 0.455556, 4.76727  5.51392 -0.40953 0.455556,-1.65101  3.93063  6.06001 0.887026
0,  3.91055   4.40305 -0.248269  0.439914,  3.61877    4.8091 -0.247501  0.436494,  3.73076   4.67367 -0.247501  0.436494, -4.59743   6.14618 -0.309554 -0.777308
9,  11.6327   7.93355  0.306005 -0.388392,  11.7741   8.08463  0.310365 -0.386484,  11.7021   8.07026  0.310365 -0.386484, 0.596708   1.72312   1.42488 -0.491104
16,  2.30126   12.5011 -0.206128  0.390511, 2.14438  12.8686  -0.1984 0.366465, 2.17601   12.814  -0.1984 0.366465,-5.44247  2.50257 -3.74888 -6.15762
17,  8.92765    -2.461 -0.493217 -0.342972,  8.67752  -2.19477 -0.485944 -0.326371,  8.72088  -2.15717 -0.485944 -0.326371,-2.31605 -12.3455  -1.4746 -4.84054
18, 4.83443  5.32043 -0.38613 0.451551,  4.98111   5.79012 -0.479576  0.416565,  4.92989   5.73135 -0.479576  0.416565, 1.9746 7.72335 24.2008 -7.7479
0,  3.90227   4.41772 -0.248269  0.439914,  3.62446    4.4668 -0.232586  0.480841,  3.64653   4.51665 -0.232586  0.480841,-6.55357  2.23949 -6.31687   9.3033
9,  11.6429   7.92061  0.306005 -0.388392, 11.7014  7.91356 0.341063 -0.36786, 11.7039  7.94594 0.341063 -0.36786,0.523842   0.3198  11.4567 -5.28625
16,  2.29439   12.5142 -0.206128  0.390511, 2.76729  12.9248 -0.21378 0.318891, 2.63267  12.9026 -0.21378 0.318891, 14.7441   3.1039  3.71239 -18.3399
17,  8.91121  -2.47243 -0.493217 -0.342972,   8.5651  -2.89213 -0.517188 -0.332668,  8.59653  -2.72911 -0.517188 -0.332668,-3.53129  10.3816  4.86023 -3.00436
18, 4.82156  5.33549 -0.38613 0.451551,  4.94084   5.04283 -0.386625  0.493929,  4.93478   5.20098 -0.386625  0.493929, 2.34812   -2.521 0.128176  9.38503
0,    3.894   4.43238 -0.248269  0.439914,  4.00773   4.50699 -0.229815  0.402492,  3.92466   4.51277 -0.229815  0.402492,0.787468  1.81384 -7.43322 -8.50658
9,  11.6531   7.90766  0.306005 -0.388392,  11.8148   7.73962   0.27852 -0.364326,  11.7924   7.78331   0.27852 -0.364326, 1.19535 -1.57254 -8.98179 -6.19636
16,  2.28752   12.5272 -0.206128  0.390511,  2.22156   12.5076 -0.214088  0.410522,  2.31252   12.5989 -0.214088  0.410522,1.09303 0.57279 3.86159 5.12432
17,  8.89477  -2.48386 -0.493217 -0.342972,  8.81706   -2.9036 -0.474133 -0.374738,  8.76353  -2.86681 -0.474133 -0.374738,-1.47547  15.4174 -3.86933  9.26194
18, 4.80869  5.35054 -0.38613 0.451551,  4.85586   5.45459 -0.453705  0.478315,  4.87073    5.4012 -0.453705  0.478315, 1.29014 0.946805  17.5006  5.92721
0,  3.88572   4.44704 -0.248269  0.439914,  3.98553   4.44376 -0.226997  0.424547,   3.9701   4.46232 -0.226997  0.424547, 2.17166  0.34353 -8.56826 -3.49321
9,  11.6633   7.89471  0.306005 -0.388392,  11.6014   8.03656   0.28779 -0.423047,  11.6465   7.97681   0.28779 -0.423047,-0.144065   1.03989  -5.95243   8.92267
16,  2.28065   12.5402 -0.206128  0.390511,  2.40539   12.6249 -0.213616  0.402242,  2.38287   12.6221 -0.213616  0.402242,  4.4824 0.653165  3.63263  3.00404
17,  8.87833  -2.49529 -0.493217 -0.342972,  8.43806  -2.53518 -0.470885 -0.317162,  8.50778  -2.61266 -0.470885 -0.317162,-4.17356  4.70335 -4.52773 -7.52539
18, 4.79582  5.36559 -0.38613 0.451551,  4.75693   5.19751 -0.365132  0.464112,  4.77915   5.24696 -0.365132  0.464112,-0.347649  -2.21091  -5.43805    2.7818
0,  3.87744   4.46171 -0.248269  0.439914,  3.91229   4.47377 -0.254822  0.476939,  3.92361   4.47438 -0.254822  0.476939,1.19052 0.28408 2.63917 8.41646
9,  11.6735   7.88177  0.306005 -0.388392,  11.5331   7.75387  0.358887 -0.368799,  11.5608   7.80089  0.358887 -0.368799,-0.965373  -1.02612   17.2813  -5.04463
16,  2.27378   12.5532 -0.206128  0.390511,  2.10553   12.6368 -0.177055  0.425753,  2.16637   12.6365 -0.177055  0.425753,-4.72363 0.663405 -14.1045  9.02452
17,  8.86189  -2.50673 -0.493217 -0.342972,  8.63676  -2.55071  -0.50712 -0.307674,  8.60419  -2.56704  -0.50712 -0.307674,-2.90791  2.40603  2.81881 -10.2918
18, 4.78295  5.38064 -0.38613 0.451551,  4.99144   5.37351 -0.392601  0.455769,   4.9409    5.3485 -0.392601  0.455769,  3.30246 -0.597358   1.67582  0.934177
0,  3.86917   4.47637 -0.248269  0.439914,  3.35658   4.59116 -0.292131  0.450996,  3.48233   4.56845 -0.292131  0.450996,-9.99786  2.05698  17.6671  2.51911
9,  11.6837   7.86882  0.306005 -0.388392,  11.8677   7.78625  0.320966 -0.415032,  11.8013   7.78678  0.320966 -0.415032, 1.00671 -1.04258  4.88921  6.85913
16,   2.2669   12.5662 -0.206128  0.390511,  2.18856   12.6492 -0.239718  0.379907,  2.18223   12.6496 -0.239718  0.379907,-3.73503 0.663105  16.2958 -2.71545
17,  8.84544  -2.51816 -0.493217 -0.342972,  8.69962  -2.40044 -0.488602 -0.386734,  8.67433  -2.44026 -0.488602 -0.386734, -1.93452  -3.09337 -0.935599   12.7596
18, 4.77008  5.39569 -0.38613 0.451551,  4.57257   5.48606 -0.372768  0.483079,  4.65255   5.45851 -0.372768  0.483079,-2.46383  1.16419 -3.46044  6.98219
0,  3.86089   4.49103 -0.248269  0.439914,  4.20196   4.29255 -0.279016  0.419146,  4.03774   4.35806 -0.279016  0.419146, 4.58061 -2.96097  12.3844 -4.72084
9,  11.6939   7.85587  0.306005 -0.388392,  11.6785   7.89169  0.271422 -0.364604,  11.7086   7.86496  0.271422 -0.364604,0.125453 0.115654 -11.3015 -6.12461
16,  2.26003   12.5792 -0.206128  0.390511,  2.71656   12.7261 -0.210121  0.400282,  2.59446   12.7117 -0.210121  0.400282,14.7975  1.0529 1.93714 2.50207
17,    8.829  -2.52959 -0.493217 -0.342972,  8.86412  -2.26168 -0.518562 -0.265118,  8.81772  -2.30479 -0.518562 -0.265118,-0.127772  -8.88679   5.13881  -22.6999
18, 4.75721  5.41074 -0.38613 0.451551,  4.56076   5.36627 -0.333374  0.419693,  4.57863   5.39066 -0.333374  0.419693, -3.75389 -0.371194  -13.6627  -7.05519
0,  3.85262    4.5057 -0.248269  0.439914,  3.86708   4.39004 -0.245865  0.393264,  3.90341   4.38598 -0.245865  0.393264,  1.31841  -2.65691 -0.968527  -10.6043
9,  11.7041   7.84293  0.306005 -0.388392,  12.2854   7.82622  0.315227 -0.459975,  12.1576   7.83221  0.315227 -0.459975,  3.87441 -0.136663   3.01357   18.4306
16,  2.25316   12.5923 -0.206128  0.390511,  2.53018   12.6817 -0.251495  0.371165,  2.54307   12.6915 -0.251495  0.371165, 12.8669 0.787712   22.009 -4.95411
17,  8.81256  -2.54102 -0.493217 -0.342972,   8.4438  -2.42725 -0.489384 -0.355668,   8.5241  -2.40167 -0.489384 -0.355668, -3.27334  -5.48427 -0.777221   3.70177
18, 4.74434   5.4258 -0.38613 0.451551,  4.83144   5.07025 -0.370459  0.393088,  4.77201   5.14554 -0.370459  0.393088,0.583401 -5.16529 -4.05845 -12.9471
0,  3.84434   4.52036 -0.248269  0.439914,   3.9058   4.45685 -0.246596  0.406058,  3.90341   4.44385 -0.246596  0.406058,  1.53666  -1.69259 -0.674086  -7.69595
9,  11.7143   7.82998  0.306005 -0.388392,  11.7041   7.62461  0.343462 -0.375601,  11.8086    7.6679  0.343462 -0.375601,0.804667 -2.07004  12.2405 -3.29326
16,  2.24629   12.6053 -0.206128  0.390511,  2.08119   12.4924 -0.156981  0.430607,  2.18329     12.54 -0.156981  0.430607, -2.80459 -0.517575  -23.8431   10.2677
17,  8.79612  -2.55246 -0.493217 -0.342972,   8.8216  -2.62395 -0.454665 -0.333897,  8.75095  -2.57658 -0.454665 -0.333897,-0.513596  0.944995  -7.81651  -2.64619
18, 4.73147  5.44085 -0.38613 0.451551,  4.94599   5.54407 -0.383639   0.43704,  4.90404   5.45729 -0.383639   0.43704,   3.6474  0.302192 -0.645111  -3.21358
0,  3.83606   4.53502 -0.248269  0.439914, 3.54155  4.70928 -0.22816 0.462302, 3.62117  4.65257 -0.22816 0.462302,-5.60192  2.59193 -8.09994  5.08923
9,  11.7245   7.81703  0.306005 -0.388392,   11.512   7.68662  0.298174 -0.375239,  11.5814   7.67959  0.298174 -0.375239,-1.22089 -1.75829 -2.55895 -3.38659
16,  2.23942   12.6183 -0.206128  0.390511,  2.39761    12.879 -0.205755  0.378191,  2.34818   12.8059 -0.205755  0.378191,   4.8567   1.48681 -0.180922  -3.15484
17,  8.77968  -2.56389 -0.493217 -0.342972,   8.8228  -2.63443 -0.530044 -0.359839,  8.80321  -2.62391 -0.530044 -0.359839,0.267994  2.34098  7.46676  4.91784
18, 4.71859   5.4559 -0.38613 0.451551,     4.51   5.13957 -0.376451  0.451308,  4.59584   5.21439 -0.376451  0.451308,  -2.60147   -4.42667   -2.50674 -0.0536448
0,  3.82779   4.54969 -0.248269  0.439914,  3.98941   4.51265 -0.281752  0.422335,  3.90479   4.54762 -0.281752  0.422335,   2.01168 -0.0453812    13.4863   -3.99594
9,  11.7347   7.80409  0.306005 -0.388392,  12.0103   7.86142  0.268396 -0.434726,   11.916   7.81766  0.268396 -0.434726, 1.54485 0.173985 -12.2902  11.9297
16,  2.23255   12.6313 -0.206128  0.390511,   2.2532   12.9909 -0.221453  0.360196,  2.27304   12.9521 -0.221453  0.360196, 1.81356  2.53968  7.43478 -7.76286
17,  8.76324  -2.57532 -0.493217 -0.342972,  8.76131  -2.74437 -0.436334 -0.349004,  8.76677  -2.71995 -0.436334 -0.349004,0.0402332   5.61585  -11.5331   1.75863
18, 4.70572  5.47095 -0.38613 0.451551,  4.62856   5.49193 -0.359793  0.470778,  4.61837   5.43283 -0.359793  0.470778, -1.85637 -0.696854  -6.82066   4.25813
0,  3.81951   4.56435 -0.248269  0.439914,  3.67674    5.0534 -0.281964  0.395998,  3.72597   4.94269 -0.281964  0.395998,-2.44905    8.289  13.5718 -9.98276
9,  11.7449   7.79114  0.306005 -0.388392,  11.6629    7.6723  0.291982 -0.407872,  11.7219   7.70176  0.291982 -0.407872,-0.196136  -1.14715   -4.5825    5.0155
16,  2.22568   12.6443 -0.206128  0.390511,  1.93303   12.6362 -0.214763  0.359268,  2.00792     12.71 -0.214763  0.359268,-9.78384 0.519394  4.18921 -8.00046
17,   8.7468  -2.58675 -0.493217 -0.342972,  8.8675 -2.30403 -0.44443 -0.33422, 8.84154 -2.40029 -0.44443 -0.33422, 1.08316 -7.20819 -9.89166 -2.55187
18, 4.69285    5.486 -0.38613 0.451551,  4.70433   5.77724 -0.350812    0.4451,  4.68227   5.70323 -0.350812    0.4451,-0.225451    3.9596  -9.14671  -1.42864
0,  3.81124   4.57902 -0.248269  0.439914,  3.87817    4.2738 -0.241543  0.450186,  3.84179   4.42738 -0.241543  0.450186,0.801533 -3.31164 -2.70929  2.33512
9,  11.7551   7.77819  0.306005 -0.388392,  11.7927   7.71611  0.274925 -0.383267,   11.779   7.70982  0.274925 -0.383267, 0.203113 -0.879049  -10.1566  -1.31952
16,  2.21881   12.6573 -0.206128  0.390511,  2.48658    12.952 -0.206804  0.348994,   2.3772   12.9002 -0.206804  0.348994, 7.13864  1.91887  0.32794 -10.6314
17,  8.73036  -2.59819 -0.493217 -0.342972,  8.51624  -2.57394 -0.497999 -0.321722,  8.58615  -2.53735 -0.497999 -0.321722,-1.65187 -2.34142 0.969642 -6.19585
18, 4.67998  5.50106 -0.38613 0.451551, 4.55149  5.64972 -0.39677 0.406724,  4.5783  5.66511 -0.39677 0.406724, -2.1727  2.98215  2.75552 -9.92726
0,  3.80296   4.59368 -0.248269  0.439914,  3.67466   4.56142 -0.263472  0.451344,  3.71048   4.53462 -0.263472  0.451344,-2.43196  -1.2857  6.12339  2.59823
9,  11.7653   7.76525  0.306005 -0.388392,  11.5121   7.72763  0.314702 -0.415033,  11.5743   7.72075  0.314702 -0.415033, -1.62386 -0.573071   2.84217   6.85944
16,  2.21194   12.6704 -0.206128  0.390511, 1.86196  12.8818  -0.1859 0.349081, 1.97641  12.8885  -0.1859 0.349081,-10.6478  1.72194 -9.81353 -10.6091
17,  8.71392  -2.60962 -0.493217 -0.342972,   8.7364  -2.74994 -0.456666 -0.349218,  8.69883  -2.70449 -0.456666 -0.349218,-0.173171   3.63545  -7.41075   1.82099
18, 4.66711  5.51611 -0.38613 0.451551,  5.08962   5.61223 -0.366194  0.475159,  4.97152   5.62718 -0.366194  0.475159, 6.52247  2.01367 -5.16301  5.22834
0,  3.79469   4.60834 -0.248269  0.439914,  3.99871   4.96486 -0.141997  0.434562,  3.93183   4.87138 -0.141997  0.434562, 3.61422  5.70786 -42.8052 -1.21665
9,  11.7755    7.7523  0.306005 -0.388392,  11.7399   7.79286  0.331494 -0.419797,   11.705   7.77351  0.331494 -0.419797,-0.598995  0.273531   8.32951   8.08585
16,  2.20507   12.6834 -0.206128  0.390511,  2.02268   12.8465 -0.243531  0.363786,  2.01087   12.8586 -0.243531  0.363786,-8.80673   1.3813  18.1454 -6.84358
17,  8.69748  -2.62105 -0.493217 -0.342972,  8.57483  -2.63101 -0.480872 -0.309903,  8.59932  -2.65017 -0.480872 -0.309903, -1.1286  1.11111 -2.50285 -9.64198
18, 4.65424  5.53116 -0.38613 0.451551,  4.87418   5.83832 -0.376081  0.487668,  4.89335   5.79435 -0.376081  0.487668, 5.13741  4.75824 -2.60253  7.99857
0,  3.78641   4.62301 -0.248269  0.439914, 3.42684   4.6412 -0.25064 0.441372, 3.53947  4.69629 -0.25064 0.441372,-6.52174  1.58513  0.95474 0.331385
9,  11.7857   7.73935  0.306005 -0.388392,  11.7726   8.07582  0.314857 -0.406074,  11.7599    8.0046  0.314857 -0.406074,-0.218972    3.4273   2.89291   4.55266
16,  2.19819   12.6964 -0.206128  0.390511,  2.37563   12.9439 -0.246017  0.352757,  2.29168   12.9274 -0.246017  0.352757,  4.2528  1.81943  19.3517 -9.66792
17,  8.68104  -2.63248 -0.493217 -0.342972,  8.68224  -2.11574 -0.513173 -0.323678,  8.65996   -2.2384 -0.513173 -0.323678,-0.24285 -14.9701  4.04609 -5.62578
18, 4.64137  5.54621 -0.38613 0.451551,   3.8835   5.58838 -0.380902  0.524371,  4.10805   5.63841 -0.380902  0.524371,-11.4906  1.66244 -1.35402  16.1268
0,  3.77813   4.63767 -0.248269  0.439914,   3.2033    4.9498 -0.264839  0.429037,  3.27711   4.89604 -0.264839  0.429037,-13.2612    5.571  6.67419 -2.47257
9,  11.7959   7.72641  0.306005 -0.388392,  11.4026   7.79211   0.26472 -0.378604,  11.4854    7.8369   0.26472 -0.378604,-2.63217  1.43008 -13.4915 -2.52009
16,  2.19132   12.7094 -0.206128  0.390511,  2.37419   12.4206 -0.148623  0.394678,  2.35377   12.5374 -0.148623  0.394678, 7.41315 -1.35378 -27.8976  1.06708
17,   8.6646  -2.64391 -0.493217 -0.342972,  8.37283  -3.12569 -0.553325 -0.361776,  8.43362  -2.92835 -0.553325 -0.361776,-2.66577   10.758   12.187  5.48241
18,  4.6285  5.56126 -0.38613 0.451551,  4.89787   5.66493 -0.330529  0.481417,  4.71719    5.6629 -0.330529  0.481417, 1.91609   1.8275 -14.3996  6.61408
0,  3.76986   4.65233 -0.248269  0.439914,  4.11631   4.57863 -0.200556  0.393916,  3.92537   4.65331 -0.200556  0.393916,  4.12525 0.0210113  -19.2183  -10.4561
9,  11.8061   7.71346  0.306005 -0.388392,  12.1305   7.49087  0.362303 -0.352588,  11.9872   7.56593  0.362303 -0.352588, 1.53415 -1.91258  18.3976  -9.2184
16,  2.18445   12.7224 -0.206128  0.390511,  2.48146   12.6268 -0.205827  0.348581,  2.45159   12.6096 -0.205827  0.348581,  12.2292 -0.886905 -0.146006  -10.7372
17,  8.64816  -2.65535 -0.493217 -0.342972,  8.52237  -2.80584 -0.524194 -0.333194,  8.49823  -2.83614 -0.524194 -0.333194,-1.73363   6.8085  6.28061 -2.85103
18, 4.61563  5.57631 -0.38613 0.451551,  4.56451   5.46595 -0.398891  0.462796,   4.5964   5.51391 -0.398891  0.462796,-0.416522  -1.11914   3.30476   2.49045
0,  3.76158     4.667 -0.248269  0.439914,   3.7707   4.74364 -0.217252  0.410721,  3.80402   4.72626 -0.217252  0.410721,  1.1282  1.26987 -12.4935 -6.63615
9,  11.8163   7.70051  0.306005 -0.388392,  12.1187   7.54991  0.256063 -0.376287,  12.0918   7.55088  0.256063 -0.376287, 2.33151 -1.94323 -16.3205 -3.11674
16,  2.17758   12.7354 -0.206128  0.390511, 2.35992  13.0372 -0.20075  0.40668, 2.37901  12.9435 -0.20075  0.40668, 9.25025  1.63378 -2.60929  4.14041
17,  8.63172  -2.66678 -0.493217 -0.342972,  9.03612  -2.53396 -0.531404 -0.308876,  8.91108  -2.60449 -0.531404 -0.308876, 3.23648 -2.33562   7.7424 -9.94139
18, 4.60276  5.59137 -0.38613 0.451551,  4.69122   5.47157 -0.426672  0.382127,  4.66688   5.48458 -0.426672  0.382127, 1.39306 -1.90992  10.4996 -15.3745
0,  3.75331   4.68166 -0.248269  0.439914,  3.61612   4.96894 -0.182424  0.449747,  3.65679   4.91738 -0.182424  0.449747,-2.57148  5.03497 -26.5219  2.23522
9,  11.8265   7.68757  0.306005 -0.388392,  11.9654     7.308  0.325203 -0.421563,  11.9958   7.35986  0.325203 -0.421563, 1.43111 -4.26278  6.27386  8.54066
16,  2.17071   12.7485 -0.206128  0.390511,  2.40004   12.5511 -0.253025  0.356075,   2.3938   12.6425 -0.253025  0.356075,  10.2772 -0.831427   22.7513  -8.81813
17,  8.61528  -2.67821 -0.493217 -0.342972,  8.61248  -2.61157 -0.522869 -0.384688,  8.67572   -2.6123 -0.522869 -0.384688,  0.7016 -2.46117  6.01196   12.163
18, 4.58989  5.60642 -0.38613 0.451551,   4.5442   5.32966 -0.377766  0.467289,  4.56862   5.36741 -0.377766  0.467289,-0.463427  -4.26311  -2.16614   3.48535
0,  3.74503   4.69633 -0.248269  0.439914,  3.76539   4.69909 -0.237103  0.432766,  3.73957   4.75161 -0.237103  0.432766,-0.145737   1.17719  -4.49766  -1.62475
9,  11.8367   7.67462  0.306005 -0.388392,  11.8957   7.85672  0.273467 -0.380664,  11.9207   7.74169  0.273467 -0.380664,0.709267 0.873944 -10.6333  -1.9898
16,  2.16384   12.7615 -0.206128  0.390511,  2.23371   12.8706 -0.225123  0.384164,  2.26786   12.8219 -0.225123  0.384164, 4.80708 0.473576  9.21506 -1.62538
17,  8.59884  -2.68964 -0.493217 -0.342972,  8.50572  -2.34828 -0.504529 -0.347701,  8.54007  -2.41061 -0.504529 -0.347701, -0.6834 -10.3744  2.29356  1.37868
18, 4.57702  5.62147 -0.38613 0.451551,  4.92794   5.84005 -0.382684  0.430834,   4.8442   5.73714 -0.382684  0.430834, 5.83755  2.05765 -0.89248 -4.58797
0,  3.73676   4.71099 -0.248269  0.439914, 3.60777  5.40691 -0.26148 0.480373, 3.63566  5.26262 -0.26148 0.480373,-2.70536  11.7095  5.32129  9.19707
9,  11.8469   7.66167  0.306005 -0.388392,  12.1102   7.58997  0.305751 -0.363069,  12.0696   7.62127  0.305751 -0.363069,  1.87941 -0.527356 -0.083114  -6.51979
16,  2.15697   12.7745 -0.206128  0.390511,  1.95585   12.9223 -0.237516  0.378605,  2.02441   12.9026 -0.237516  0.378605,-6.14553  1.00264  15.2273 -3.04874
17,   8.5824  -2.70108 -0.493217 -0.342972,  8.36789  -2.67665 -0.469471 -0.301925,  8.40287  -2.61936 -0.469471 -0.301925, -2.0918 -3.02532 -4.81454 -11.9681
18, 4.56415  5.63652 -0.38613 0.451551,  5.01528   5.76427 -0.431028  0.491839,  4.97389   5.76139 -0.431028  0.491839,8.97748 2.21541 11.6277 8.92217
0,  3.72848   4.72565 -0.248269  0.439914,   4.1202   4.95015 -0.257865  0.402174,  4.00915   5.02411 -0.257865  0.402174, 7.52768  6.31562  3.86512 -8.57901
9,  11.8571   7.64873  0.306005 -0.388392,  12.0202   7.41387  0.364649 -0.356856,  12.0336   7.45784  0.364649 -0.356856, 1.48879 -2.49568  19.1644 -8.11966
16,   2.1501   12.7875 -0.206128  0.390511,  1.78472   12.5688 -0.198905  0.411959,  1.83691   12.6468 -0.198905  0.411959,-14.5664 -1.10017 -3.50424  5.49228
17,  8.56596  -2.71251 -0.493217 -0.342972,   8.9248  -3.12328 -0.431081  -0.29862,  8.80377  -3.01209 -0.431081  -0.29862, 2.77619  11.0443 -12.5982 -12.9317
18, 4.55127  5.65157 -0.38613 0.451551,  4.41545   5.77274 -0.382257  0.470121,  4.53795   5.77388 -0.382257  0.470121,-0.292759   2.16411   -1.0031   4.11266
0,   3.7202   4.74032 -0.248269  0.439914,  3.59381   4.40153 -0.292637  0.435204,  3.68539   4.54472 -0.292637  0.435204,-0.935806  -4.12624   17.8707  -1.07065
9,  11.8673   7.63578  0.306005 -0.388392,  11.5186   7.94186  0.282371 -0.420979,  11.6373    7.8302  0.282371 -0.420979, -1.9384  2.54622 -7.72332   8.3904
16,  2.14323   12.8005 -0.206128  0.390511,  2.21723   12.5146 -0.242898  0.396191,  2.13011   12.5474 -0.242898  0.396191,-0.612169  -1.97729   17.8385   1.45449
17,  8.54952  -2.72394 -0.493217 -0.342972,  8.53103  -2.69072 -0.462408 -0.376447,   8.5892  -2.76532 -0.462408 -0.376447, 0.46417  1.51906 -6.24654  9.76008
18,  4.5384  5.66663 -0.38613 0.451551,  4.21962   5.17199 -0.384292  0.420169,  4.28842   5.31103 -0.384292  0.420169,  -5.5081  -6.27521 -0.475959  -6.94983
0,  3.71193   4.75498 -0.248269  0.439914,  4.02617   4.70331 -0.198281   0.45337,  3.94724   4.67087 -0.198281   0.45337, 6.33946 -1.76887 -20.1347  3.05871
